idAlumno,Cd_Procedencia,Edo_Procedencia,Pais_Procedencia
A61282,Guadalupe,Nuevo León,México
A18397,Guadalupe,Nuevo León,México
A68294,Monterrey,Nuevo León,México
A39970,San Pedro Garza García,Nuevo León,México
A92590,Monterrey,Nuevo León,México
A30553,Monterrey,Nuevo León,México
A17174,Monterrey,Nuevo León,México
A20639,Monterrey,Nuevo León,México
A58616,Tehuacán,Puebla,México
A69177,Guadalupe,Nuevo León,México
A90459,Monterrey,Nuevo León,México
A37264,Monterrey,Nuevo León,México
A40970,Monterrey,Nuevo León,México
A54631,Monterrey,Nuevo León,México
A19654,Monterrey,Nuevo León,México
A56166,Monterrey,Nuevo León,México
A37560,San Pedro Garza García,Nuevo León,México
A17546,Durango,Durango,México
A80686,Monterrey,Nuevo León,México
A77473,Monterrey,Nuevo León,México
A94179,Hidalgo del Parral,Chihuahua,México
A55406,San Nicolás de los Garza,Nuevo León,México
A53292,Morelia,Michoacán,México
A89547,Naucalpan de Juárez,Estado de México,México
A83036,Monterrey,Nuevo León,México
A67683,Reynosa,Tamaulipas,México
A67987,Monterrey,Nuevo León,México
A43223,Monterrey,Nuevo León,México
A37500,Villahermosa,Tabasco,México
A41385,Monterrey,Nuevo León,México
A79708,Guadalupe,Nuevo León,México
A91530,Monterrey,Nuevo León,México
A38918,Monterrey,Nuevo León,México
A89298,Monterrey,Nuevo León,México
A80145,San Nicolás de los Garza,Nuevo León,México
A89962,Monterrey,Nuevo León,México
A32832,Monterrey,Nuevo León,México
A30738,Monterrey,Nuevo León,México
A79477,Monterrey,Nuevo León,México
A58105,Monterrey,Nuevo León,México
A82033,Saltillo,Coahuila,México
A28751,San Pedro Garza García,Nuevo León,México
A89588,Monterrey,Nuevo León,México
A39982,Monterrey,Nuevo León,México
A90335,Saltillo,Coahuila,México
A14450,Cuajimalpa de Morelos,Distrito Federal,México
A14802,Monterrey,Nuevo León,México
A87041,Veracruz,Veracruz,México
A34362,Querétaro,Querétaro,México
A93194,Monterrey,Nuevo León,México
A91193,Oaxaca,Oaxaca,México
A57877,Monclova,Coahuila,México
A76533,Monterrey,Nuevo León,México
A93481,Monterrey,Nuevo León,México
A16427,Monterrey,Nuevo León,México
A33251,Saltillo,Coahuila,México
A37822,Ocotlán,Jalisco,México
A87023,Guadalupe,Nuevo León,México
A37943,San Pedro Garza García,Nuevo León,México
A22839,Guadalupe,Nuevo León,México
A66624,San Pedro Garza García,Nuevo León,México
A92103,Guadalupe,Nuevo León,México
A28101,San Pedro Garza García,Nuevo León,México
A86326,San Pedro Garza García,Nuevo León,México
A79801,San Pedro Garza García,Nuevo León,México
A86828,San Pedro Garza García,Nuevo León,México
A39623,San Pedro Garza García,Nuevo León,México
A18218,Zamora de Hidalgo,Michoacán,México
A42246,Monterrey,Nuevo León,México
A27819,Monterrey,Nuevo León,México
A34399,San Pedro Garza García,Nuevo León,México
A62017,Monterrey,Nuevo León,México
A25953,Guadalupe,Nuevo León,México
A21861,Monterrey,Nuevo León,México
A78381,San Pedro Garza García,Nuevo León,México
A54162,San Nicolás de los Garza,Nuevo León,México
A45323,Guadalupe,Nuevo León,México
A38151,San Pedro Garza García,Nuevo León,México
A24376,Monterrey,Nuevo León,México
A86775,San Pedro Garza García,Nuevo León,México
A74801,San Pedro Garza García,Nuevo León,México
A84607,Guadalupe,Nuevo León,México
A77575,Monterrey,Nuevo León,México
A16529,Monterrey,Nuevo León,México
A25177,Monterrey,Nuevo León,México
A23721,Santa Catarina,Nuevo León,México
A19862,Monterrey,Nuevo León,México
A81678,San Nicolás de los Garza,Nuevo León,México
A23162,Monterrey,Nuevo León,México
A39716,San Pedro Garza García,Nuevo León,México
A83852,Monterrey,Nuevo León,México
A82625,San Pedro Garza García,Nuevo León,México
A72653,Monterrey,Nuevo León,México
A92453,Monterrey,Nuevo León,México
A17520,San Pedro Garza García,Nuevo León,México
A61698,San Pedro Garza García,Nuevo León,México
A63176,Guadalupe,Nuevo León,México
A35445,San Nicolás de los Garza,Nuevo León,México
A23019,Monterrey,Nuevo León,México
A23214,Monterrey,Nuevo León,México
A43141,Cambridge,Minnesota,Estados Unidos de América
A43543,Monterrey,Nuevo León,México
A61077,San Pedro Garza García,Nuevo León,México
A38242,San Nicolás de los Garza,Nuevo León,México
A34039,San Pedro Garza García,Nuevo León,México
A82335,Guadalupe,Nuevo León,México
A37394,San Pedro Garza García,Nuevo León,México
A26345,San Pedro Garza García,Nuevo León,México
A35505,Monterrey,Nuevo León,México
A26723,Monterrey,Nuevo León,México
A84491,Ciudad Obregón,Sonora,México
A87295,San Pedro Garza García,Nuevo León,México
A18666,San Pedro Garza García,Nuevo León,México
A91319,Miguel Hidalgo,Distrito Federal,México
A77553,San Pedro Garza García,Nuevo León,México
A17017,Linares,Nuevo León,México
A50868,Saltillo,Coahuila,México
A88070,Ciudad Obregón,Sonora,México
A20644,Monterrey,Nuevo León,México
A79830,Montemorelos,Nuevo León,México
A67040,Monterrey,Nuevo León,México
A70736,Monterrey,Nuevo León,México
A67417,San Nicolás de los Garza,Nuevo León,México
A24437,San Pedro Garza García,Nuevo León,México
A81270,Guadalupe,Nuevo León,México
A57657,Orizaba,Veracruz,México
A62133,Monterrey,Nuevo León,México
A31341,Poza Rica,Veracruz,México
A17291,Ciudad Magdalena de Kino,Sonora,México
A22552,Monterrey,Nuevo León,México
A58971,Lima,Lima,Perú
A56966,Guadalupe,Nuevo León,México
A37680,Monterrey,Nuevo León,México
A86424,Ciudad Obregón,Sonora,México
A91445,Magdalena Contreras,Distrito Federal,México
A21096,Monterrey,Nuevo León,México
A38430,Monterrey,Nuevo León,México
A84430,Monterrey,Nuevo León,México
A43207,San Pedro Garza García,Nuevo León,México
A28531,San José,San José,Costa Rica
A50894,San Pedro Garza García,Nuevo León,México
A66945,Guadalupe,Nuevo León,México
A94893,Monterrey,Nuevo León,México
A31818,San Francisco de Campeche,Campeche,México
A35658,Monterrey,Nuevo León,México
A41431,Monterrey,Nuevo León,México
A18280,Quito,Pichincha,Ecuador
A41730,Monterrey,Nuevo León,México
A67935,Guadalupe,Nuevo León,México
A91631,Ciudad Madero,Tamaulipas,México
A22945,Tampico,Tamaulipas,México
A85559,Tampico,Tamaulipas,México
A27778,San Nicolás de los Garza,Nuevo León,México
A71337,Guadalajara,Jalisco,México
A44974,León,Guanajuato,México
A37739,Piedras Negras,Coahuila,México
A38061,Ciudad Juárez,Chihuahua,México
A38266,Piedras Negras,Coahuila,México
A34711,Gómez Palacio,Durango,México
A87270,Torreón,Coahuila,México
A94513,Monterrey,Nuevo León,México
A55680,Guamuchil,Sinaloa,México
A53079,Guadalupe,Nuevo León,México
A47950,Durango,Durango,México
A24070,Torreón,Coahuila,México
A87650,Durango,Durango,México
A82926,Guadalupe,Nuevo León,México
A17530,Guadalupe,Nuevo León,México
A91687,Monterrey,Nuevo León,México
A46268,Ciudad Victoria,Tamaulipas,México
A43365,Ciudad Victoria,Tamaulipas,México
A22105,Monterrey,Nuevo León,México
A59101,Monterrey,Nuevo León,México
A22721,Mexicali,Baja California,México
A39065,Monterrey,Nuevo León,México
A44780,Reynosa,Tamaulipas,México
A40033,Reynosa,Tamaulipas,México
A74581,Santa Catarina,Nuevo León,México
A93282,Monterrey,Nuevo León,México
A88844,San Pedro Garza García,Nuevo León,México
A94681,San Pedro Garza García,Nuevo León,México
A42077,San Pedro Garza García,Nuevo León,México
A30721,Jalapa,Veracruz,México
A32570,Veracruz,Veracruz,México
A22267,Jalapa,Veracruz,México
A25492,Veracruz,Veracruz,México
A19624,Tlalpan,Distrito Federal,México
A89071,Mérida,Yucatán,México
A80617,San Pedro Garza García,Nuevo León,México
A54943,Mérida,Yucatán,México
A14799,Monterrey,Nuevo León,México
A75999,Guadalupe,Nuevo León,México
A76446,San Nicolás de los Garza,Nuevo León,México
A91035,San Pedro Garza García,Nuevo León,México
A25662,Benito Juárez,Distrito Federal,México
A88560,Tampico,Tamaulipas,México
A61152,Monterrey,Nuevo León,México
A70767,Monterrey,Nuevo León,México
A84206,Villa Unión,Coahuila,México
A89738,Monterrey,Nuevo León,México
A26744,Monterrey,Nuevo León,México
A21338,Torreón,Coahuila,México
A83135,Monterrey,Nuevo León,México
A71126,Cadereyta Jiménez,Nuevo León,México
A85687,Monterrey,Nuevo León,México
A51376,Guadalupe,Nuevo León,México
A16833,Guadalupe,Nuevo León,México
A57946,San Pedro Garza García,Nuevo León,México
A26359,Cadereyta Jiménez,Nuevo León,México
A55870,Monterrey,Nuevo León,México
A39464,Monterrey,Nuevo León,México
A85475,Monterrey,Nuevo León,México
A30813,Monterrey,Nuevo León,México
A24345,Saltillo,Coahuila,México
A23962,Monterrey,Nuevo León,México
A61615,Monterrey,Nuevo León,México
A61416,Monterrey,Nuevo León,México
A65720,Montemorelos,Nuevo León,México
A64584,Monterrey,Nuevo León,México
A77929,Monterrey,Nuevo León,México
A64096,San Pedro Garza García,Nuevo León,México
A75851,San Pedro Garza García,Nuevo León,México
A44357,San Pedro Garza García,Nuevo León,México
A18321,Monterrey,Nuevo León,México
A26198,Guadalupe,Nuevo León,México
A86551,San Nicolás de los Garza,Nuevo León,México
A65060,San Nicolás de los Garza,Nuevo León,México
A33091,San Nicolás de los Garza,Nuevo León,México
A35934,Monterrey,Nuevo León,México
A56018,Monterrey,Nuevo León,México
A57653,Ciudad Valles,San Luis Potosí,México
A34224,Monterrey,Nuevo León,México
A83477,Monterrey,Nuevo León,México
A93534,Reynosa,Tamaulipas,México
A75465,Naucalpan de Juárez,Estado de México,México
A94763,San Pedro Garza García,Nuevo León,México
A24527,San Pedro Garza García,Nuevo León,México
A53321,Monterrey,Nuevo León,México
A88542,Monterrey,Nuevo León,México
A58949,Monterrey,Nuevo León,México
A38641,Ciudad Victoria,Tamaulipas,México
A86867,Monterrey,Nuevo León,México
A43964,Monterrey,Nuevo León,México
A28519,Monterrey,Nuevo León,México
A29191,Cuautitlán Izcalli,Estado de México,México
A57827,Monterrey,Nuevo León,México
A66489,San Pedro Garza García,Nuevo León,México
A64881,Monterrey,Nuevo León,México
A68245,Navojoa,Sonora,México
A40025,Miguel Hidalgo,Distrito Federal,México
A87196,San Pedro Garza García,Nuevo León,México
A20404,Miguel Hidalgo,Distrito Federal,México
A52617,Monterrey,Nuevo León,México
A59005,Monterrey,Nuevo León,México
A38758,Guadalupe,Nuevo León,México
A92080,San Pedro Garza García,Nuevo León,México
A40962,Querétaro,Querétaro,México
A80327,San Pedro Garza García,Nuevo León,México
A87074,San Pedro Garza García,Nuevo León,México
A21788,San Pedro Garza García,Nuevo León,México
A14939,Monterrey,Nuevo León,México
A54869,Monterrey,Nuevo León,México
A47644,Monterrey,Nuevo León,México
A58923,San Pedro Garza García,Nuevo León,México
A91827,Monterrey,Nuevo León,México
A71171,Monterrey,Nuevo León,México
A91971,Monterrey,Nuevo León,México
A93739,San Pedro Garza García,Nuevo León,México
A36538,Monterrey,Nuevo León,México
A19818,Guadalupe,Nuevo León,México
A47882,Monterrey,Nuevo León,México
A69216,San Pedro Garza García,Nuevo León,México
A40231,Lima,Lima,Perú
A76184,Guadalupe,Nuevo León,México
A85075,San Pedro Garza García,Nuevo León,México
A50309,San Nicolás de los Garza,Nuevo León,México
A63767,Los Mochis,Sinaloa,México
A83725,San Pedro Garza García,Nuevo León,México
A94271,San Nicolás de los Garza,Nuevo León,México
A84404,Monterrey,Nuevo León,México
A21461,Monterrey,Nuevo León,México
A15171,Monterrey,Nuevo León,México
A60583,San Salvador,San Salvador,El Salvador
A82871,Guadalupe,Nuevo León,México
A87729,Miguel Hidalgo,Distrito Federal,México
A20044,Monterrey,Nuevo León,México
A93976,Monterrey,Nuevo León,México
A70528,Panamá,Panamá,Panamá
A39484,Panamá,Panamá,Panamá
A73176,Morelia,Michoacán,México
A90628,Monterrey,Nuevo León,México
A40428,Durango,Durango,México
A26791,San Salvador,San Salvador,El Salvador
A14992,Durango,Durango,México
A31755,Guadalupe,Nuevo León,México
A32552,Nuevo Laredo,Tamaulipas,México
A25705,Monterrey,Nuevo León,México
A58042,Ciudad Obregón,Sonora,México
A33843,Monterrey,Nuevo León,México
A80459,San Pedro Garza García,Nuevo León,México
A31453,Hidalgo del Parral,Chihuahua,México
A51058,San Pedro Garza García,Nuevo León,México
A15302,San Nicolás de los Garza,Nuevo León,México
A93169,Monterrey,Nuevo León,México
A71385,La Paz,La Paz,Bolivia
A71880,La Paz,La Paz,Bolivia
A79004,Monterrey,Nuevo León,México
A36659,Monterrey,Nuevo León,México
A56759,Monterrey,Nuevo León,México
A20559,San Pedro Garza García,Nuevo León,México
A56978,Panamá,Panamá,Panamá
A25653,Monterrey,Nuevo León,México
A69592,Monclova,Coahuila,México
A22535,Monterrey,Nuevo León,México
A48252,San Pedro Garza García,Nuevo León,México
A91990,San Pedro Garza García,Nuevo León,México
A66979,San Pedro Garza García,Nuevo León,México
A70294,San Pedro Garza García,Nuevo León,México
A72802,San Pedro Garza García,Nuevo León,México
A71190,San Pedro Garza García,Nuevo León,México
A26972,San Pedro Garza García,Nuevo León,México
A88311,San Pedro Garza García,Nuevo León,México
A54906,San Pedro Garza García,Nuevo León,México
A20426,San Pedro Garza García,Nuevo León,México
A48467,Guadalupe,Nuevo León,México
A29358,Monterrey,Nuevo León,México
A37877,Panamá,Panamá,Panamá
A41240,Monterrey,Nuevo León,México
A44105,Cancún,Quintana Roo,México
A43056,Monterrey,Nuevo León,México
A44721,Matamoros (Heróica Matamoros),Tamaulipas,México
A33710,Monterrey,Nuevo León,México
A62264,Reynosa,Tamaulipas,México
A34022,Monterrey,Nuevo León,México
A89315,Monterrey,Nuevo León,México
A93579,Monterrey,Nuevo León,México
A77548,Monterrey,Nuevo León,México
A37204,Monterrey,Nuevo León,México
A21502,Monterrey,Nuevo León,México
A20439,Pachuca,Hidalgo,México
A16859,Monterrey,Nuevo León,México
A60667,Cuauhtémoc,Distrito Federal,México
A79608,Monterrey,Nuevo León,México
A89893,Ciudad Madero,Tamaulipas,México
A67727,Gustavo A. Madero,Distrito Federal,México
A52434,Monterrey,Nuevo León,México
A89076,Caborca,Sonora,México
A80569,San Nicolás de los Garza,Nuevo León,México
A60453,Culiacán,Sinaloa,México
A90131,Chihuahua,Chihuahua,México
A90560,Ciudad Camargo,Chihuahua,México
A29061,Ciudad Juárez,Chihuahua,México
A58519,Monterrey,Nuevo León,México
A56172,Tehuacán,Puebla,México
A18420,Monterrey,Nuevo León,México
A60043,Montemorelos,Nuevo León,México
A24184,Puebla,Puebla,México
A25973,Monterrey,Nuevo León,México
A24537,Alvaro Obregón,Distrito Federal,México
A93217,Oaxaca,Oaxaca,México
A93877,Monterrey,Nuevo León,México
A42860,Oaxaca,Oaxaca,México
A56565,Oaxaca,Oaxaca,México
A86126,Oaxaca,Oaxaca,México
A63479,Guadalupe,Nuevo León,México
A82130,Monterrey,Nuevo León,México
A79426,Monterrey,Nuevo León,México
A71347,Veracruz,Veracruz,México
A87087,Guadalupe,Nuevo León,México
A76887,Veracruz,Veracruz,México
A85516,Monterrey,Nuevo León,México
A88983,Monterrey,Nuevo León,México
A15628,Monterrey,Nuevo León,México
A62463,Monterrey,Nuevo León,México
A90811,San Pedro Garza García,Nuevo León,México
A44267,Monterrey,Nuevo León,México
A40843,Ciudad Victoria,Tamaulipas,México
A76197,Reynosa,Tamaulipas,México
A43226,Monterrey,Nuevo León,México
A16812,Tehuacán,Puebla,México
A54678,Oaxaca,Oaxaca,México
A47231,Mérida,Yucatán,México
A57076,San Pedro Garza García,Nuevo León,México
A61351,Monterrey,Nuevo León,México
A76377,Monterrey,Nuevo León,México
A45004,Mexicali,Baja California,México
A44568,Tijuana,Baja California,México
A60576,Tijuana,Baja California,México
A64289,Santiago,Nuevo León,México
A93259,Monterrey,Nuevo León,México
A94025,Guadalupe,Nuevo León,México
A72328,Monterrey,Nuevo León,México
A43529,Linares,Nuevo León,México
A41018,Linares,Nuevo León,México
A32766,Monterrey,Nuevo León,México
A28487,Monterrey,Nuevo León,México
A48398,Monterrey,Nuevo León,México
A43767,Monterrey,Nuevo León,México
A72613,La Piedad de Cavadas,Michoacán,México
A92413,San Pedro Garza García,Nuevo León,México
A85593,Guadalupe,Nuevo León,México
A78346,San Pedro Garza García,Nuevo León,México
A82014,Monterrey,Nuevo León,México
A61994,Monclova,Coahuila,México
A80487,Monterrey,Nuevo León,México
A88715,Monterrey,Nuevo León,México
A83322,Monterrey,Nuevo León,México
A90088,San Pedro Garza García,Nuevo León,México
A16610,San Nicolás de los Garza,Nuevo León,México
A56331,San Nicolás de los Garza,Nuevo León,México
A18802,Poza Rica,Veracruz,México
A23155,Monterrey,Nuevo León,México
A93989,Monterrey,Nuevo León,México
A67321,San Pedro Garza García,Nuevo León,México
A17623,Monterrey,Nuevo León,México
A73189,Guadalupe,Nuevo León,México
A77864,Monterrey,Nuevo León,México
A92912,Monterrey,Nuevo León,México
A33056,Monterrey,Nuevo León,México
A62980,Monterrey,Nuevo León,México
A65992,Guadalupe,Nuevo León,México
A26867,Monclova,Coahuila,México
A45022,San Pedro Garza García,Nuevo León,México
A46240,Monterrey,Nuevo León,México
A24254,Guadalupe,Nuevo León,México
A24059,Monterrey,Nuevo León,México
A51911,Monterrey,Nuevo León,México
